| Natural Language Question | MongoDB Query | Collection Name |
| Get the top 3 students with the highest total score across all types. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: "$_id", totalScore: { $sum: "$scores.score" } } }, { $sort: { totalScore: -1 } }, { $limit: 3 }]) | students |
| Find the names of students who have scored between 70 and 80 in the type "assignment". | db.students.aggregate([{ $unwind: "$scores" }, { $match: { "scores.type": "assignment", "scores.score": { $gte: 70, $lte: 80 } } }, { $project: { name: 1 } }]) | students |
| Get the count of students who have scored above 60 in at least two types. | db.students.aggregate([{ $unwind: "$scores" }, { $match: { "scores.score": { $gt: 60 } } }, { $group: { _id: "$_id", scores: { $push: "$scores" } } }, { $match: { "scores.1": { $exists: true } } }, { $group: { _id: null, count: { $sum: 1 } } }]) | students |
| Find the names of students who have scored in all types. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: "$_id", types: { $addToSet: "$scores.type" } } }, { $match: { types: { $setIsSubset: [["exam", "quiz", "assignment"]] } } }, { $project: { name: 1 } }]) | students |
| Get the maximum score for each student across all types. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: "$_id", maxScore: { $max: "$scores.score" } } }]) | students |
| Find the names of students who have scored below 50 in any type. | db.students.aggregate([{ $unwind: "$scores" }, { $match: { "scores.score": { $lt: 50 } } }, { $group: { _id: "$_id" } }, { $project: { name: 1 } }]) | students |
| Get the count of students who have scored above 80 in exactly two types. | db.students.aggregate([{ $unwind: "$scores" }, { $match: { "scores.score": { $gt: 80 } } }, { $group: { _id: "$_id", scores: { $push: "$scores" } } }, { $match: { "scores.1": { $exists: true }, "scores.2": { $exists: false } } }, { $group: { _id: null, count: { $sum: 1 } } }]) | students |
| Find the names of students who have scored the same in all types. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: { studentId: "$_id", score: "$scores.score" }, scores: { $push: "$scores" } } }, { $group: { _id: "$_id.studentId", uniqueScores: { $addToSet: "$_id.score" } } }, { $match: { uniqueScores: { $size: 1 } } }, { $project: { name: 1 } }]) | students |
| Get the average score for each student across all types. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: "$_id", avgScore: { $avg: "$scores.score" } } }]) | students |
| Find the names of students who have scored above 90 in at least one type. | db.students.aggregate([{ $unwind: "$scores" }, { $match: { "scores.score": { $gt: 90 } } }, { $group: { _id: "$_id" } }, { $project: { name: 1 } }]) | students |
| Get the count of students who have scored below 60 in all types. | db.students.aggregate([{ $unwind: "$scores" }, { $match: { "scores.score": { $lt: 60 } } }, { $group: { _id: "$_id", scores: { $push: "$scores" } } }, { $match: { scores: { $size: 3 } } }, { $group: { _id: null, count: { $sum: 1 } } }]) | students |
| Find the names of students who have scored in at least two types. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: "$_id", types: { $addToSet: "$scores.type" } } }, { $match: { types: { $size: { $gte: 2 } } } }, { $project: { name: 1 } }]) | students |
| Get the maximum score for each type across all students. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: "$scores.type", maxScore: { $max: "$scores.score" } } }]) | students |
| Find the names of students who have scored between 70 and 80 in at least two types. | db.students.aggregate([{ $unwind: "$scores" }, { $match: { "scores.score": { $gte: 70, $lte: 80 } } }, { $group: { _id: "$_id", scores: { $push: "$scores" } } }, { $match: { "scores.1": { $exists: true } } }, { $project: { name: 1 } }]) | students |
| Get the count of students who have scored above 90 in all types. | db.students.aggregate([{ $unwind: "$scores" }, { $match: { "scores.score": { $gt: 90 } } }, { $group: { _id: "$_id", scores: { $push: "$scores" } } }, { $match: { scores: { $size: 3 } } }, { $group: { _id: null, count: { $sum: 1 } } }]) | students |
| Find the names of students who have scored in only one type. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: "$_id", types: { $addToSet: "$scores.type" } } }, { $match: { types: { $size: 1 } } }, { $project: { name: 1 } }]) | students |
| Get the maximum difference between the highest and lowest score for each student across all types. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: "$_id", maxScore: { $max: "$scores.score" }, minScore: { $min: "$scores.score" } } }, { $project: { scoreDiff: { $subtract: ["$maxScore", "$minScore"] } } }]) | students |
| Find the names of students who have scored in all types and have an average score above 80. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: "$_id", avgScore: { $avg: "$scores.score" }, types: { $addToSet: "$scores.type" } } }, { $match: { avgScore: { $gt: 80 }, types: { $setIsSubset: [["exam", "quiz", "assignment"]] } } }, { $project: { name: 1 } }]) | students |
| Get the count of students who have scored below 60 in at least two types. | db.students.aggregate([{ $unwind: "$scores" }, { $match: { "scores.score": { $lt: 60 } } }, { $group: { _id: "$_id", scores: { $push: "$scores" } } }, { $match: { "scores.1": { $exists: true } } }, { $group: { _id: null, count: { $sum: 1 } } }]) | students |
| Find the names of students who have scored between 70 and 80 in all types. | db.students.aggregate([{ $unwind: "$scores" }, { $match: { "scores.score": { $gte: 70, $lte: 80 } } }, { $group: { _id: "$_id", scores: { $push: "$scores" } } }, { $match: { scores: { $size: 3 } } }, { $project: { name: 1 } }]) | students |
| Get the count of students who have scored above 90 in at least one type and below 60 in at least one type. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: "$_id", highScores: { $sum: { $cond: { if: { $gt: ["$scores.score", 90] }, then: 1, else: 0 } } }, lowScores: { $sum: { $cond: { if: { $lt: ["$scores.score", 60] }, then: 1, else: 0 } } } } }, { $match: { $and: [{ highScores: { $gt: 0 } }, { lowScores: { $gt: 0 } }] } }, { $group: { _id: null, count: { $sum: 1 } } }]) | students |

| Find the names of students who have scored above 85 in at least two types and below 60 in at most one type. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: "$_id", highScores: { $sum: { $cond: { if: { $gt: ["$scores.score", 85] }, then: 1, else: 0 } } }, lowScores: { $sum: { $cond: { if: { $lt: ["$scores.score", 60] }, then: 1, else: 0 } } }, scores: { $push: "$scores" } } }, { $match: { highScores: { $gte: 2 }, lowScores: { $lte: 1 } } }, { $project: { name: 1 } }]) | students |
| Get the names of students who have scored in all types and have a score difference of at least 30 between their highest and lowest scores. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: "$_id", maxScore: { $max: "$scores.score" }, minScore: { $min: "$scores.score" }, types: { $addToSet: "$scores.type" } } }, { $match: { $and: [{ types: { $setIsSubset: [["exam", "quiz", "assignment"]] } }, { $expr: { $gte: [{ $subtract: ["$maxScore", "$minScore"] }, 30] } }] } }, { $project: { name: 1 } }]) | students |
| Find the names of students who have scored above the average score in all types. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: { type: "$scores.type" }, avgScore: { $avg: "$scores.score" } } }, { $replaceRoot: { newRoot: { $mergeObjects: [{ $arrayElemAt: ["$_id", 0] }, { avgScore: "$avgScore" }] } } }, { $group: { _id: "$_id", avgScores: { $push: { type: "$type", avgScore: "$avgScore" } } } }, { $unwind: "$avgScores" }, { $group: { _id: "$_id._id", avgScoresByType: { $push: "$avgScores" } } }, { $unwind: "$scores" }, { $match: { "scores.score": { $gt: { $arrayElemAt: [{ $filter: { input: "$avgScoresByType", cond: { $eq: ["$$this.type", "$scores.type"] } } }, 0, "avgScore"] } } } }, { $group: { _id: "$_id", types: { $addToSet: "$scores.type" } } }, { $match: { types: { $setIsSubset: [["exam", "quiz", "assignment"]] } } }, { $project: { name: 1 } }]) | students |
| Get the count of students who have scored in all types and have a score difference of less than 10 between their highest and lowest scores. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: "$_id", maxScore: { $max: "$scores.score" }, minScore: { $min: "$scores.score" }, types: { $addToSet: "$scores.type" } } }, { $match: { $and: [{ types: { $setIsSubset: [["exam", "quiz", "assignment"]] } }, { $expr: { $lt: [{ $subtract: ["$maxScore", "$minScore"] }, 10] } }] } }, { $group: { _id: null, count: { $sum: 1 } } }]) | students |
| Find the names of students who have scored above 90 in exactly one type and below 60 in exactly one type. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: "$_id", highScores: { $sum: { $cond: { if: { $gt: ["$scores.score", 90] }, then: 1, else: 0 } } }, lowScores: { $sum: { $cond: { if: { $lt: ["$scores.score", 60] }, then: 1, else: 0 } } } } }, { $match: { $and: [{ highScores: 1 }, { lowScores: 1 }] } }, { $project: { name: 1 } }]) | students |
| Get the names of students who have scored within the top 3 for at least two types. | db.students.aggregate([{ $unwind: "$scores" }, { $sort: { "scores.score": -1 } }, { $group: { _id: { studentId: "$_id", type: "$scores.type" }, rank: { $dense: { partitionBy: "$scores.type", sortBy: { score: "$scores.score" } } } } }, { $match: { rank: { $lte: 3 } } }, { $group: { _id: "$_id.studentId", types: { $addToSet: "$_id.type" } } }, { $match: { types: { $size: { $gte: 2 } } } }, { $project: { name: 1 } }]) | students |
| Find the names of students who have scored the same in at least two types. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: { studentId: "$_id", score: "$scores.score" }, types: { $addToSet: "$scores.type" } } }, { $match: { types: { $size: { $gte: 2 } } } }, { $group: { _id: "$_id.studentId", sameScores: { $addToSet: { score: "$_id.score", types: "$types" } } } }, { $match: { sameScores: { $size: 1 } } }, { $project: { name: 1 } }]) | students |
| Get the count of students who have scored above the average in at least one type and below the average in at least one type. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: { type: "$scores.type" }, avgScore: { $avg: "$scores.score" } } }, { $replaceRoot: { newRoot: { $mergeObjects: [{ $arrayElemAt: ["$_id", 0] }, { avgScore: "$avgScore" }] } } }, { $group: { _id: "$_id", avgScores: { $push: { type: "$type", avgScore: "$avgScore" } } } }, { $unwind: "$avgScores" }, { $group: { _id: "$_id._id", avgScoresByType: { $push: "$avgScores" } } }, { $unwind: "$scores" }, { $group: { _id: "$_id", aboveAvg: { $sum: { $cond: { if: { $gt: ["$scores.score", { $arrayElemAt: [{ $filter: { input: "$avgScoresByType", cond: { $eq: ["$$this.type", "$scores.type"] } } }, 0, "avgScore"] }] }, then: 1, else: 0 } } }, belowAvg: { $sum: { $cond: { if: { $lt: ["$scores.score", { $arrayElemAt: [{ $filter: { input: "$avgScoresByType", cond: { $eq: ["$$this.type", "$scores.type"] } } }, 0, "avgScore"] }] }, then: 1, else: 0 } } } } }, { $match: { $and: [{ aboveAvg: { $gt: 0 } }, { belowAvg: { $gt: 0 } }] } }, { $group: { _id: null, count: { $sum: 1 } } }]) | students |
| Find the names of students who have scored within the top 5 for all types. | db.students.aggregate([{ $unwind: "$scores" }, { $sort: { "scores.score": -1 } }, { $group: { _id: { studentId: "$_id", type: "$scores.type" }, rank: { $dense: { partitionBy: "$scores.type", sortBy: { score: "$scores.score" } } } } }, { $match: { rank: { $lte: 5 } } }, { $group: { _id: "$_id.studentId", types: { $addToSet: "$_id.type" } } }, { $match: { types: { $setIsSubset: [["exam", "quiz", "assignment"]] } } }, { $project: { name: 1 } }]) | students |
| Get the names of students who have scored in all types and have a score difference of at most 20 between their highest and lowest scores. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: "$_id", maxScore: { $max: "$scores.score" }, minScore: { $min: "$scores.score" }, types: { $addToSet: "$scores.type" } } }, { $match: { $and: [{ types: { $setIsSubset: [["exam", "quiz", "assignment"]] } }, { $expr: { $lte: [{ $subtract: ["$maxScore", "$minScore"] }, 20] } }] } }, { $project: { name: 1 } }]) | students |
| Find the names of students who have scored above the average in all types and have a score difference of at least 20 between their highest and lowest scores. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: { type: "$scores.type" }, avgScore: { $avg: "$scores.score" } } }, { $replaceRoot: { newRoot: { $mergeObjects: [{ $arrayElemAt: ["$_id", 0] }, { avgScore: "$avgScore" }] } } }, { $group: { _id: "$_id", avgScores: { $push: { type: "$type", avgScore: "$avgScore" } } } }, { $unwind: "$avgScores" }, { $group: { _id: "$_id._id", avgScoresByType: { $push: "$avgScores" } } }, { $unwind: "$scores" }, { $match: { "scores.score": { $gt: { $arrayElemAt: [{ $filter: { input: "$avgScoresByType", cond: { $eq: ["$$this.type", "$scores.type"] } } }, 0, "avgScore"] } } } }, { $group: { _id: "$_id", maxScore: { $max: "$scores.score" }, minScore: { $min: "$scores.score" }, types: { $addToSet: "$scores.type" } } }, { $match: { $and: [{ types: { $setIsSubset: [["exam", "quiz", "assignment"]] } }, { $expr: { $gte: [{ $subtract: ["$maxScore", "$minScore"] }, 20] } }] } }, { $project: { name: 1 } }]) | students |
| Get the count of students who have scored above 90 in at least two types and below 60 in at most one type. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: "$_id", highScores: { $sum: { $cond: { if: { $gt: ["$scores.score", 90] }, then: 1, else: 0 } } }, lowScores: { $sum: { $cond: { if: { $lt: ["$scores.score", 60] }, then: 1, else: 0 } } } } }, { $match: { $and: [{ highScores: { $gte: 2 } }, { lowScores: { $lte: 1 } }] } }, { $group: { _id: null, count: { $sum: 1 } } }]) | students |
| Find the names of students who have scored the same in all types. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: { studentId: "$_id", score: "$scores.score" }, types: { $addToSet: "$scores.type" } } }, { $match: { types: { $setIsSubset: [["exam", "quiz", "assignment"]] } } }, { $group: { _id: "$_id.studentId", sameScores: { $addToSet: "$_id.score" } } }, { $match: { sameScores: { $size: 1 } } }, { $project: { name: 1 } }]) | students |
| Get the names of students who have scored in at least two types and have a score difference of at least 30 between their highest and lowest scores. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: "$_id", maxScore: { $max: "$scores.score" }, minScore: { $min: "$scores.score" }, types: { $addToSet: "$scores.type" } } }, { $match: { $and: [{ types: { $size: { $gte: 2 } } }, { $expr: { $gte: [{ $subtract: ["$maxScore", "$minScore"] }, 30] } }] } }, { $project: { name: 1 } }]) | students |
| Find the names of students who have scored within the top 3 for all types. | db.students.aggregate([{ $unwind: "$scores" }, { $sort: { "scores.score": -1 } }, { $group: { _id: { studentId: "$_id", type: "$scores.type" }, rank: { $dense: { partitionBy: "$scores.type", sortBy: { score: "$scores.score" } } } } }, { $match: { rank: { $lte: 3 } } }, { $group: { _id: "$_id.studentId", types: { $addToSet: "$_id.type" } } }, { $match: { types: { $setIsSubset: [["exam", "quiz", "assignment"]] } } }, { $project: { name: 1 } }]) | students |
| Get the count of students who have scored in all types and have a score difference of at most 10 between their highest and lowest scores. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: "$_id", maxScore: { $max: "$scores.score" }, minScore: { $min: "$scores.score" }, types: { $addToSet: "$scores.type" } } }, { $match: { $and: [{ types: { $setIsSubset: [["exam", "quiz", "assignment"]] } }, { $expr: { $lte: [{ $subtract: ["$maxScore", "$minScore"] }, 10] } }] } }, { $group: { _id: null, count: { $sum: 1 } } }]) | students |

| Retrieve the names of students who have achieved a score greater than 85 in precisely two types of assessments. | db.students.aggregate([{ $unwind: "$scores" }, { $match: { "scores.score": { $gt: 85 } } }, { $group: { _id: "$_id", scores: { $push: "$scores" } } }, { $match: { scores: { $size: 2 } } }, { $project: { name: 1 } }]) | students |
| Obtain a list of student names who have consistently scored below 60 across all assessment types. | db.students.aggregate([{ $unwind: "$scores" }, { $match: { "scores.score": { $lt: 60 } } }, { $group: { _id: "$_id", scores: { $push: "$scores" } } }, { $match: { scores: { $size: 3 } } }, { $project: { name: 1 } }]) | students |
| Identify the students who have achieved a top 3 ranking in precisely one assessment type. | db.students.aggregate([{ $unwind: "$scores" }, { $sort: { "scores.score": -1 } }, { $group: { _id: { studentId: "$_id", type: "$scores.type" }, rank: { $dense: { partitionBy: "$scores.type", sortBy: { score: "$scores.score" } } } } }, { $match: { rank: { $lte: 3 } } }, { $group: { _id: "$_id.studentId", types: { $addToSet: "$_id.type" } } }, { $match: { types: { $size: 1 } } }, { $project: { name: 1 } }]) | students |
| Retrieve the names of students who have not scored within the top 5 in any assessment type. | db.students.aggregate([{ $unwind: "$scores" }, { $sort: { "scores.score": -1 } }, { $group: { _id: { studentId: "$_id", type: "$scores.type" }, rank: { $dense: { partitionBy: "$scores.type", sortBy: { score: "$scores.score" } } } } }, { $match: { rank: { $gt: 5 } } }, { $group: { _id: "$_id.studentId" } }, { $project: { name: 1 } }]) | students |
| Determine the count of students who have achieved a score above 90 in at least one type and below 60 in at least one other type. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: "$_id", highScores: { $sum: { $cond: { if: { $gt: ["$scores.score", 90] }, then: 1, else: 0 } } }, lowScores: { $sum: { $cond: { if: { $lt: ["$scores.score", 60] }, then: 1, else: 0 } } } } }, { $match: { $and: [{ highScores: { $gt: 0 } }, { lowScores: { $gt: 0 } }] } }, { $group: { _id: null, count: { $sum: 1 } } }]) | students |
| Retrieve the names of students whose highest and lowest scores across all types differ by no more than 15 points. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: "$_id", maxScore: { $max: "$scores.score" }, minScore: { $min: "$scores.score" } } }, { $match: { $expr: { $lte: [{ $subtract: ["$maxScore", "$minScore"] }, 15] } } }, { $project: { name: 1 } }]) | students |
| Identify the students who have attained a score greater than the average in at least two types of assessments. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: { type: "$scores.type" }, avgScore: { $avg: "$scores.score" } } }, { $replaceRoot: { newRoot: { $mergeObjects: [{ $arrayElemAt: ["$_id", 0] }, { avgScore: "$avgScore" }] } } }, { $group: { _id: "$_id", avgScores: { $push: { type: "$type", avgScore: "$avgScore" } } } }, { $unwind: "$avgScores" }, { $group: { _id: "$_id._id", avgScoresByType: { $push: "$avgScores" } } }, { $unwind: "$scores" }, { $group: { _id: "$_id", aboveAvg: { $sum: { $cond: { if: { $gt: ["$scores.score", { $arrayElemAt: [{ $filter: { input: "$avgScoresByType", cond: { $eq: ["$$this.type", "$scores.type"] } } }, 0, "avgScore"] }] }, then: 1, else: 0 } } } } }, { $match: { aboveAvg: { $gte: 2 } } }, { $project: { name: 1 } }]) | students |
| Obtain the names of students who have consistently scored within the range of 70 to 80 across all assessment types. | db.students.aggregate([{ $unwind: "$scores" }, { $match: { "scores.score": { $gte: 70, $lte: 80 } } }, { $group: { _id: "$_id", scores: { $push: "$scores" } } }, { $match: { scores: { $size: 3 } } }, { $project: { name: 1 } }]) | students |
| Determine the count of students whose highest and lowest scores across all types are separated by at least 40 points. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: "$_id", maxScore: { $max: "$scores.score" }, minScore: { $min: "$scores.score" } } }, { $match: { $expr: { $gte: [{ $subtract: ["$maxScore", "$minScore"] }, 40] } } }, { $group: { _id: null, count: { $sum: 1 } } }]) | students |
| Retrieve the names of students who have scored within the top 3 rankings across all assessment types. | db.students.aggregate([{ $unwind: "$scores" }, { $sort: { "scores.score": -1 } }, { $group: { _id: { studentId: "$_id", type: "$scores.type" }, rank: { $dense: { partitionBy: "$scores.type", sortBy: { score: "$scores.score" } } } } }, { $match: { rank: { $lte: 3 } } }, { $group: { _id: "$_id.studentId", types: { $addToSet: "$_id.type" } } }, { $match: { types: { $setIsSubset: [["exam", "quiz", "assignment"]] } } }, { $project: { name: 1 } }]) | students |
| Obtain a list of student names who have achieved identical scores across all assessment types. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: { studentId: "$_id", score: "$scores.score" }, types: { $addToSet: "$scores.type" } } }, { $match: { types: { $setIsSubset: [["exam", "quiz", "assignment"]] } } }, { $group: { _id: "$_id.studentId", sameScores: { $addToSet: "$_id.score" } } }, { $match: { sameScores: { $size: 1 } } }, { $project: { name: 1 } }]) | students |
| Determine the count of students who have scored below 50 in at least two types of assessments. | db.students.aggregate([{ $unwind: "$scores" }, { $match: { "scores.score": { $lt: 50 } } }, { $group: { _id: "$_id", scores: { $push: "$scores" } } }, { $match: { scores: { $size: { $gte: 2 } } } }, { $group: { _id: null, count: { $sum: 1 } } }]) | students |
| Retrieve the names of students who have achieved a score greater than 90 in precisely one assessment type. | db.students.aggregate([{ $unwind: "$scores" }, { $match: { "scores.score": { $gt: 90 } } }, { $group: { _id: "$_id", scores: { $push: "$scores" } } }, { $match: { scores: { $size: 1 } } }, { $project: { name: 1 } }]) | students |
| Identify the students whose highest score across all types exceeds their lowest score by more than 50 points. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: "$_id", maxScore: { $max: "$scores.score" }, minScore: { $min: "$scores.score" } } }, { $match: { $expr: { $gt: [{ $subtract: ["$maxScore", "$minScore"] }, 50] } } }, { $project: { name: 1 } }]) | students |
| Obtain the names of students who have consistently scored above the average in all assessment types. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: { type: "$scores.type" }, avgScore: { $avg: "$scores.score" } } }, { $replaceRoot: { newRoot: { $mergeObjects: [{ $arrayElemAt: ["$_id", 0] }, { avgScore: "$avgScore" }] } } }, { $group: { _id: "$_id", avgScores: { $push: { type: "$type", avgScore: "$avgScore" } } } }, { $unwind: "$avgScores" }, { $group: { _id: "$_id._id", avgScoresByType: { $push: "$avgScores" } } }, { $unwind: "$scores" }, { $match: { "scores.score": { $gt: { $arrayElemAt: [{ $filter: { input: "$avgScoresByType", cond: { $eq: ["$$this.type", "$scores.type"] } } }, 0, "avgScore"] } } } }, { $group: { _id: "$_id", types: { $addToSet: "$scores.type" } } }, { $match: { types: { $setIsSubset: [["exam", "quiz", "assignment"]] } } }, { $project: { name: 1 } }]) | students |
| Determine the count of students who have scored within the top 5 rankings in at least two assessment types. | db.students.aggregate([{ $unwind: "$scores" }, { $sort: { "scores.score": -1 } }, { $group: { _id: { studentId: "$_id", type: "$scores.type" }, rank: { $dense: { partitionBy: "$scores.type", sortBy: { score: "$scores.score" } } } } }, { $match: { rank: { $lte: 5 } } }, { $group: { _id: "$_id.studentId", types: { $addToSet: "$_id.type" } } }, { $match: { types: { $size: { $gte: 2 } } } }, { $group: { _id: null, count: { $sum: 1 } } }]) | students |
| Retrieve the names of students who have achieved a score below 60 in precisely one assessment type. | db.students.aggregate([{ $unwind: "$scores" }, { $match: { "scores.score": { $lt: 60 } } }, { $group: { _id: "$_id", scores: { $push: "$scores" } } }, { $match: { scores: { $size: 1 } } }, { $project: { name: 1 } }]) | students |
| Identify the students who have scored identically in at least two types of assessments. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: { studentId: "$_id", score: "$scores.score" }, types: { $addToSet: "$scores.type" } } }, { $match: { types: { $size: { $gte: 2 } } } }, { $group: { _id: "$_id.studentId", sameScores: { $addToSet: { score: "$_id.score", types: "$types" } } } }, { $match: { sameScores: { $size: 1 } } }, { $project: { name: 1 } }]) | students |
| Obtain a list of student names who have scored above the average in precisely one assessment type. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: { type: "$scores.type" }, avgScore: { $avg: "$scores.score" } } }, { $replaceRoot: { newRoot: { $mergeObjects: [{ $arrayElemAt: ["$_id", 0] }, { avgScore: "$avgScore" }] } } }, { $group: { _id: "$_id", avgScores: { $push: { type: "$type", avgScore: "$avgScore" } } } }, { $unwind: "$avgScores" }, { $group: { _id: "$_id._id", avgScoresByType: { $push: "$avgScores" } } }, { $unwind: "$scores" }, { $group: { _id: "$_id", aboveAvg: { $sum: { $cond: { if: { $gt: ["$scores.score", { $arrayElemAt: [{ $filter: { input: "$avgScoresByType", cond: { $eq: ["$$this.type", "$scores.type"] } } }, 0, "avgScore"] }] }, then: 1, else: 0 } } } } }, { $match: { aboveAvg: 1 } }, { $project: { name: 1 } }]) | students |
| Determine the count of students who have scored below the average in at least two assessment types. | db.students.aggregate([{ $unwind: "$scores" }, { $group: { _id: { type: "$scores.type" }, avgScore: { $avg: "$scores.score" } } }, { $replaceRoot: { newRoot: { $mergeObjects: [{ $arrayElemAt: ["$_id", 0] }, { avgScore: "$avgScore" }] } } }, { $group: { _id: "$_id", avgScores: { $push: { type: "$type", avgScore: "$avgScore" } } } }, { $unwind: "$avgScores" }, { $group: { _id: "$_id._id", avgScoresByType: { $push: "$avgScores" } } }, { $unwind: "$scores" }, { $group: { _id: "$_id", belowAvg: { $sum: { $cond: { if: { $lt: ["$scores.score", { $arrayElemAt: [{ $filter: { input: "$avgScoresByType", cond: { $eq: ["$$this.type", "$scores.type"] } } }, 0, "avgScore"] }] }, then: 1, else: 0 } } } } }, { $match: { belowAvg: { $gte: 2 } } }, { $group: { _id: null, count: { $sum: 1 } } }]) | students |

| Retrieve all picture documents containing the keyword "sunset" in their tags array | db.images.find({"tags": "sunset"}) | images |
| Count the number of photo documents with the tag "portrait" | db.images.count({"tags": "portrait"}) | images |
| Find the image document with the largest width dimension | db.images.find().sort({"width": -1}).limit(1) | images |
| Retrieve the image document with the smallest height dimension | db.images.find().sort({"height": 1}).limit(1) | images |
| Fetch images where the width exceeds 1200 pixels | db.images.find({"width": {"$gt": 1200}}) | images |
| Get image documents with height less than or equal to 800 pixels | db.images.find({"height": {"$lte": 800}}) | images |
| Retrieve pictures that have both "nature" and "landscape" tags | db.images.find({"tags": {"$all": ["nature", "landscape"]}}) | images |
| Find images that are either tagged as "city" or "urban" | db.images.find({"$or": [{"tags": "city"}, {"tags": "urban"}]}) | images |
| Count the number of images with a width of exactly 1024 pixels | db.images.count({"width": 1024}) | images |
| Get the count of images where the height is between 600 and 900 pixels | db.images.count({"height": {"$gte": 600, "$lte": 900}}) | images |
| Retrieve pictures tagged as "beach" and having width greater than 1600 pixels | db.images.find({"tags": "beach", "width": {"$gt": 1600}}) | images |
| Find images tagged as "sunrise" with height less than 480 pixels | db.images.find({"tags": "sunrise", "height": {"$lt": 480}}) | images |
| Get images that have at least 4 tags in their tags array | db.images.find({"tags": {"$size": {"$gte": 4}}}) | images |
| Retrieve the distinct tags present across all image documents | db.images.distinct("tags") | images |
| Count the number of unique tags present across all images | db.images.distinct("tags").length | images |
| Find pictures with the exact set of tags ["nature", "outdoor", "landscape"] | db.images.find({"tags": {"$all": ["nature", "outdoor", "landscape"]}}) | images |
| Retrieve images that do not have the "portrait" tag | db.images.find({"tags": {"$ne": "portrait"}}) | images |
| Get pictures with width greater than 1440 and height greater than 1080 | db.images.find({"width": {"$gt": 1440}, "height": {"$gt": 1080}}) | images |
| Find images where either the width is less than 640 or the height is less than 480 | db.images.find({"$or": [{"width": {"$lt": 640}}, {"height": {"$lt": 480}}]}) | images |
| Calculate the average width across all image documents | db.images.aggregate([{"$group": {"_id": null, "avgWidth": {"$avg": "$width"}}}]) | images |
| Find the average height of images tagged as "landscape" | db.images.aggregate([{"$match": {"tags": "landscape"}}, {"$group": {"_id": null, "avgHeight": {"$avg": "$height"}}}]) | images |
| Retrieve the maximum width among images tagged as "portrait" | db.images.aggregate([{"$match": {"tags": "portrait"}}, {"$group": {"_id": null, "maxWidth": {"$max": "$width"}}}]) | images |
| Find the minimum height of images tagged as "cityscape" | db.images.aggregate([{"$match": {"tags": "cityscape"}}, {"$group": {"_id": null, "minHeight": {"$min": "$height"}}}]) | images |
| Count the number of images with width 1280 and height 720 | db.images.count({"width": 1280, "height": 720}) | images |
| Get the count of images with the tags "nature", "outdoor" | db.images.count({"tags": {"$all": ["nature", "outdoor"]}}) | images |
| Retrieve the distinct combinations of width and height across all images | db.images.distinct({"width": 1, "height": 1}) | images |
| Count the number of unique width-height combinations across all images | db.images.distinct({"width": 1, "height": 1}).length | images |
| Get the count of images with width 1920 and tagged as "landscape" | db.images.count({"width": 1920, "tags": "landscape"}) | images |
| Count the number of images with height 1080 and tags "nature", "outdoor" | db.images.count({"height": 1080, "tags": {"$all": ["nature", "outdoor"]}}) | images |

| What is the average time spent acquiring read locks for the client 'analytics' in milliseconds? | db.profiles.aggregate([{$unwind: "$lockStats.timeAcquiringMicros"}, {$group: {_id: "$client", avgReadLockTime: {$avg: {$cond: [{$eq: ["$client", "analytics"]}, "$lockStats.timeAcquiringMicros.r", 0]}}}}]) | profiles |
